GISID,mapId,mapcoords_,mapcoords1,Colony
67874,1006235,166.5089205,-77.67258999,Little Razorback
67880,1006279,166.5282324,-77.66709138,Little Razorback
67881,1006282,166.3351134,-77.66159036,Inaccessible Island
67888,1006313,166.9144705,-77.70004683,South Base
67893,1006335,166.4509848,-77.66709138,Little Razorback
67908,1006391,166.4702967,-77.68083337,Big Razorback
67912,1006412,166.3737372,-77.68357996,Tent Island
67916,1006428,166.7406634,-77.65883894,Turks Head Tryggve
67920,1006437,166.3737372,-77.66159036,Inaccessible Island
67921,1006441,166.4702967,-77.68632594,Big Razorback
67934,1006512,166.5089205,-77.66709138,Little Razorback
67935,1006515,166.3737372,-77.68083337,Tent Island
67942,1006550,166.3544253,-77.69456028,Tent Island
67943,1006554,166.8951586,-77.70004683,South Base
67950,1006587,166.7406634,-77.66709138,Turks Head Tryggve
67964,1006663,166.7792872,-77.66709138,Turks Head Tryggve
67965,1006665,166.4509848,-77.66159036,Little Razorback
67968,1006669,166.3351134,-77.67533838,Tent Island
67973,1006683,166.7406634,-77.66434117,Turks Head Tryggve
67977,1006716,166.4509848,-77.68083337,Big Razorback
67978,1006724,166.3351134,-77.68632594,Tent Island
67988,1006775,166.7792872,-77.74385258,Turtle Rock
67990,1006800,166.4702967,-77.67258999,Little Razorback
67991,1006806,166.7599753,-77.66159036,Turks Head Tryggve
67992,1006822,166.8758467,-77.71923078,Hutton Cliffs
67993,1006836,166.4896086,-77.68907132,Big Razorback
68001,1006867,166.8565348,-77.73017981,Hutton Cliffs
68010,1006912,166.7599753,-77.73838528,Turtle Rock
68015,1006946,166.7406634,-77.66984098,Turks Head Tryggve
68018,1006951,166.3737372,-77.66434117,Inaccessible Island
68025,1006982,166.5282324,-77.66434117,Little Razorback
68029,1006991,166.3737372,-77.67533838,Tent Island
68035,1007009,166.8565348,-77.7247065,Hutton Cliffs
68047,1007083,166.4896086,-77.66709138,Little Razorback
68052,1007118,166.7599753,-77.66709138,Turks Head Tryggve
68059,1007144,166.7599753,-77.74111923,Turtle Rock
68061,1007150,166.7792872,-77.73838528,Turtle Rock
68062,1007151,166.3930491,-77.68357996,Tent Island
68079,1007246,166.5282324,-77.68083337,Big Razorback
68084,1007291,166.4896086,-77.67808618,Big Razorback
68091,1007321,166.7599753,-77.74385258,Turtle Rock
68108,1007459,166.4702967,-77.66159036,Little Razorback
68112,1007474,166.817911,-77.66159036,Turks Head Tryggve
68116,1007497,166.3544253,-77.68083337,Tent Island
68123,1007527,166.3737372,-77.65883894,Inaccessible Island
68127,1007549,166.3737372,-77.69456028,Tent Island
68140,1007613,166.4896086,-77.68357996,Big Razorback
68155,1007729,166.7020396,-77.66434117,Turks Head Tryggve
68159,1007761,166.4896086,-77.68632594,Big Razorback
68161,1007770,166.9144705,-77.70553097,South Base
68168,1007827,166.3351134,-77.67258999,Tent Island
68172,1007843,166.3544253,-77.67808618,Tent Island
68181,1007877,166.3351134,-77.66984098,Tent Island
68199,1007946,166.3544253,-77.66159036,Inaccessible Island
68206,1008030,166.4702967,-77.68907132,Big Razorback
68209,1008042,166.5282324,-77.68357996,Big Razorback
68212,1008047,166.3544253,-77.68357996,Tent Island
68214,1008056,166.4509848,-77.65883894,Little Razorback
68230,1008158,166.8951586,-77.7027892,South Base
68234,1008183,166.3930491,-77.68632594,Tent Island
68238,1008194,166.4702967,-77.67533838,Big Razorback
68242,1008206,166.3930491,-77.69456028,Tent Island
68248,1008243,166.7599753,-77.66434117,Turks Head Tryggve
68254,1008289,166.7213515,-77.66709138,Turks Head Tryggve
68256,1008302,166.4702967,-77.68357996,Big Razorback
68260,1008321,166.8758467,-77.72196894,Hutton Cliffs
68266,1008346,166.9337824,-77.70004683,South Base
68267,1008347,166.4702967,-77.66984098,Little Razorback
68268,1008365,166.7406634,-77.65608692,Turks Head Tryggve
68273,1008393,166.7985991,-77.66434117,Turks Head Tryggve
68277,1008437,166.3737372,-77.68632594,Tent Island
68310,1008637,166.4896086,-77.66159036,Little Razorback
68314,1008645,166.3351134,-77.65883894,Inaccessible Island
68324,1008667,166.3158015,-77.66159036,Inaccessible Island
68326,1008676,166.7792872,-77.74931749,Turtle Rock
68333,1008706,166.8372229,-77.73017981,Hutton Cliffs
68336,1008729,166.3930491,-77.69730386,Tent Island
68337,1008730,166.6827277,-77.65883894,Turks Head Tryggve
68341,1008747,166.3737372,-77.67808618,Tent Island
68354,1008823,166.7406634,-77.74385258,Turtle Rock
68358,1008850,166.7985991,-77.74385258,Turtle Rock
68359,1008851,166.4509848,-77.66984098,Little Razorback
68362,1008862,166.8951586,-77.70553097,South Base
68367,1008892,166.7213515,-77.65608692,Turks Head Tryggve
68374,1008932,166.3351134,-77.66709138,Inaccessible Island
68376,1008935,166.7985991,-77.74658534,Turtle Rock
68389,1009004,166.4509848,-77.66434117,Little Razorback
68390,1009012,166.5282324,-77.68632594,Big Razorback
68417,1009148,166.3351134,-77.68083337,Tent Island
68427,1009206,166.3737372,-77.6918161,Tent Island
68428,1009211,166.8565348,-77.73291557,Hutton Cliffs
68434,1009226,166.8565348,-77.71923078,Hutton Cliffs
68440,1009248,166.4316729,-77.66159036,Little Razorback
68444,1009267,166.7020396,-77.65883894,Turks Head Tryggve
68461,1009327,166.7985991,-77.74931749,Turtle Rock
68473,1009408,166.3737372,-77.65608692,Inaccessible Island
68485,1009468,166.3544253,-77.65608692,Inaccessible Island
68486,1009474,166.3544253,-77.67258999,Tent Island
68490,1009486,166.3930491,-77.65608692,Inaccessible Island
68494,1009511,166.3930491,-77.68907132,Tent Island
68504,1009569,166.7213515,-77.66159036,Turks Head Tryggve
68507,1009585,166.4896086,-77.68083337,Big Razorback
68509,1009604,166.7599753,-77.74658534,Turtle Rock
68533,1009715,166.7792872,-77.66984098,Turks Head Tryggve
68536,1009732,166.3930491,-77.6918161,Tent Island
68543,1009764,166.8372229,-77.73291557,Hutton Cliffs
68571,1009862,166.3544253,-77.65883894,Inaccessible Island
68576,1009906,166.8951586,-77.7110127,South Base
68577,1009907,166.5282324,-77.67808618,Big Razorback
68579,1009910,166.4702967,-77.67808618,Big Razorback
68582,1009924,166.817911,-77.66434117,Turks Head Tryggve
68585,1009952,166.817911,-77.66709138,Turks Head Tryggve
68592,1009987,166.5089205,-77.68632594,Big Razorback
68596,1010015,166.3544253,-77.66434117,Inaccessible Island
68608,1010099,166.3930491,-77.66434117,Inaccessible Island
68611,1010123,166.5089205,-77.68083337,Big Razorback
68615,1010144,166.4509848,-77.67533838,Big Razorback
68624,1010203,166.8372229,-77.7247065,Hutton Cliffs
68627,1010225,166.3158015,-77.65883894,Inaccessible Island
68642,1010318,166.817911,-77.66984098,Turks Head Tryggve
68647,1010345,166.3351134,-77.68357996,Tent Island
68652,1010366,166.7406634,-77.66159036,Turks Head Tryggve
68656,1010382,166.7213515,-77.65883894,Turks Head Tryggve
68665,1010429,166.7213515,-77.66434117,Turks Head Tryggve
68666,1010436,166.4316729,-77.66709138,Little Razorback
68675,1010485,166.3737372,-77.69730386,Tent Island
68679,1010492,166.6827277,-77.6533343,Turks Head Tryggve
68680,1010493,166.8372229,-77.72744346,Hutton Cliffs
68683,1010514,166.4702967,-77.66709138,Little Razorback
68689,1010542,166.6827277,-77.65608692,Turks Head Tryggve
68691,1010544,166.4702967,-77.66434117,Little Razorback
68695,1010574,166.7599753,-77.65883894,Turks Head Tryggve
73878,1068304,166.4661646,-77.67012258,Little Razorback
73882,1068316,166.4854765,-77.68935249,Big Razorback
73884,1068347,166.7751551,-77.74139922,Turtle Rock
73889,1068366,166.6979075,-77.65912079,Turks Head Tryggve
73892,1068389,166.8330908,-77.73593084,Hutton Cliffs
73893,1068395,166.8910265,-77.70855287,South Base
73899,1068431,166.8330908,-77.73046005,Hutton Cliffs
73910,1068503,166.4468527,-77.68386124,Big Razorback
73918,1068569,166.4468527,-77.67836759,Big Razorback
73919,1068570,166.8137789,-77.67012258,Turks Head Tryggve
73920,1068577,166.388917,-77.66462289,Inaccessible Island
73935,1068670,166.3502932,-77.65636883,Inaccessible Island
73945,1068737,166.388917,-77.69209721,Tent Island
73968,1068825,166.7172194,-77.66737304,Turks Head Tryggve
73972,1068849,166.8910265,-77.70307005,South Base
73975,1068863,166.4661646,-77.66462289,Little Razorback
73979,1068869,166.7751551,-77.73866533,Turtle Rock
73982,1068893,166.794467,-77.66737304,Turks Head Tryggve
73983,1068903,166.3696051,-77.65912079,Inaccessible Island
73985,1068910,166.7558432,-77.74413252,Turtle Rock
73987,1068949,166.3502932,-77.65361627,Inaccessible Island
73990,1068962,166.6979075,-77.65636883,Turks Head Tryggve
73992,1068989,166.388917,-77.69484132,Tent Island
73993,1068990,166.7365313,-77.65636883,Turks Head Tryggve
73996,1069026,166.4661646,-77.66187214,Little Razorback
74002,1069060,166.4854765,-77.67561986,Big Razorback
74017,1069166,166.3696051,-77.69209721,Tent Island
74029,1069204,166.794467,-77.67012258,Turks Head Tryggve
74030,1069206,166.8524027,-77.71951127,Hutton Cliffs
74035,1069215,166.9296503,-77.70581176,South Base
74049,1069269,166.9296503,-77.70307005,South Base
74051,1069282,166.4854765,-77.66462289,Little Razorback
74055,1069307,166.3696051,-77.67287152,Tent Island
74061,1069342,166.5241003,-77.67561986,Big Razorback
74064,1069414,166.8524027,-77.73046005,Hutton Cliffs
74074,1069471,166.8330908,-77.72498686,Hutton Cliffs
74076,1069480,166.3309813,-77.67836759,Tent Island
74077,1069485,166.6979075,-77.66462289,Turks Head Tryggve
74083,1069525,166.6979075,-77.66187214,Turks Head Tryggve
74085,1069553,166.4275408,-77.66737304,Little Razorback
74087,1069559,166.5047884,-77.68660717,Big Razorback
74092,1069582,166.6785956,-77.65361627,Turks Head Tryggve
74100,1069613,166.4854765,-77.68660717,Big Razorback
74105,1069632,166.3502932,-77.68935249,Tent Island
74109,1069654,166.7558432,-77.66187214,Turks Head Tryggve
74114,1069675,166.8330908,-77.66737304,Turks Head Tryggve
74118,1069694,166.3116694,-77.66462289,Inaccessible Island
74129,1069743,166.388917,-77.66187214,Inaccessible Island
74131,1069752,166.3116694,-77.65912079,Inaccessible Island
74136,1069776,166.8137789,-77.66737304,Turks Head Tryggve
74137,1069785,166.3502932,-77.66462289,Inaccessible Island
74165,1069962,166.7558432,-77.74139922,Turtle Rock
74168,1069984,166.3696051,-77.65636883,Inaccessible Island
74172,1070018,166.3309813,-77.65912079,Inaccessible Island
74177,1070034,166.4661646,-77.68935249,Big Razorback
74178,1070035,166.8717146,-77.71951127,Hutton Cliffs
74186,1070100,166.388917,-77.68935249,Tent Island
74203,1070189,166.8330908,-77.67012258,Turks Head Tryggve
74204,1070197,166.4854765,-77.68386124,Big Razorback
74206,1070208,166.7172194,-77.66187214,Turks Head Tryggve
74209,1070226,166.5047884,-77.67836759,Big Razorback
74212,1070231,166.8524027,-77.72224937,Hutton Cliffs
74224,1070276,166.5047884,-77.68386124,Big Razorback
74226,1070287,166.3696051,-77.68111472,Tent Island
74229,1070332,166.5241003,-77.68111472,Big Razorback
74230,1070334,166.4468527,-77.67012258,Little Razorback
74236,1070366,166.4854765,-77.68111472,Big Razorback
74238,1070381,166.3309813,-77.66187214,Inaccessible Island
74246,1070446,166.3696051,-77.66187214,Inaccessible Island
74257,1070545,166.7751551,-77.67012258,Turks Head Tryggve
74263,1070588,166.7365313,-77.65912079,Turks Head Tryggve
74284,1070654,166.9296503,-77.70032775,South Base
74287,1070689,166.8137789,-77.66462289,Turks Head Tryggve
74294,1070718,166.8330908,-77.73319575,Hutton Cliffs
74297,1070731,166.4661646,-77.66737304,Little Razorback
74303,1070752,166.7365313,-77.66737304,Turks Head Tryggve
74307,1070785,166.8330908,-77.73866533,Hutton Cliffs
74308,1070792,166.7558432,-77.74686521,Turtle Rock
74315,1070819,166.388917,-77.69758484,Tent Island
74323,1070862,166.5047884,-77.67287152,Little Razorback
74327,1070904,166.4661646,-77.67836759,Big Razorback
74340,1071006,166.7558432,-77.66737304,Turks Head Tryggve
74341,1071007,166.3502932,-77.65912079,Inaccessible Island
74344,1071026,166.4468527,-77.66187214,Little Razorback
74348,1071053,166.9296503,-77.69758484,South Base
74359,1071105,166.7751551,-77.66737304,Turks Head Tryggve
74371,1071167,166.3696051,-77.68935249,Tent Island
74375,1071174,166.8910265,-77.70032775,South Base
74390,1071229,166.3502932,-77.67287152,Tent Island
74393,1071243,166.4854765,-77.66737304,Little Razorback
74396,1071261,166.8524027,-77.72498686,Hutton Cliffs
74397,1071263,166.7751551,-77.74413252,Turtle Rock
74398,1071265,166.794467,-77.74686521,Turtle Rock
74408,1071341,166.388917,-77.65636883,Inaccessible Island
74410,1071348,166.4854765,-77.67836759,Big Razorback
74413,1071374,166.3502932,-77.66737304,Inaccessible Island
74417,1071392,166.6785956,-77.65636883,Turks Head Tryggve
74418,1071405,166.8524027,-77.73866533,Hutton Cliffs
74429,1071468,166.8910265,-77.70581176,South Base
74430,1071529,166.4661646,-77.67561986,Big Razorback
74449,1071614,166.5047884,-77.66462289,Little Razorback
74456,1071639,166.3696051,-77.68386124,Tent Island
74467,1071674,166.7751551,-77.74686521,Turtle Rock
74470,1071697,166.7172194,-77.65636883,Turks Head Tryggve
74473,1071730,166.4661646,-77.68386124,Big Razorback
74476,1071743,166.5241003,-77.66462289,Little Razorback
74478,1071748,166.794467,-77.74413252,Turtle Rock
74480,1071767,166.5047884,-77.66737304,Little Razorback
74485,1071793,166.3502932,-77.67836759,Tent Island
74486,1071797,166.794467,-77.74139922,Turtle Rock
74489,1071805,166.5241003,-77.68660717,Big Razorback
74505,1071897,166.4661646,-77.68660717,Big Razorback
74507,1071911,166.388917,-77.68660717,Tent Island
74516,1071958,166.4854765,-77.66187214,Little Razorback
74518,1071970,166.7558432,-77.66462289,Turks Head Tryggve
74521,1071995,166.3502932,-77.66187214,Inaccessible Island
74530,1072037,166.4275408,-77.66462289,Little Razorback
74531,1072045,166.3309813,-77.67012258,Tent Island
74533,1072053,166.7365313,-77.74413252,Turtle Rock
74535,1072060,166.3309813,-77.65636883,Inaccessible Island
74538,1072068,166.3309813,-77.67561986,Tent Island
74541,1072073,166.7365313,-77.66462289,Turks Head Tryggve
74543,1072078,166.3309813,-77.68111472,Tent Island
74551,1072099,166.5434122,-77.66737304,Little Razorback
74556,1072137,166.8330908,-77.72772376,Hutton Cliffs
74557,1072144,166.3696051,-77.66462289,Inaccessible Island
74562,1072175,166.3696051,-77.69758484,Tent Island
74569,1072228,166.3696051,-77.68660717,Tent Island
74572,1072242,166.3502932,-77.68660717,Tent Island
74582,1072283,166.9103384,-77.70581176,South Base
74584,1072303,166.5047884,-77.67012258,Little Razorback
74590,1072386,166.8524027,-77.73593084,Hutton Cliffs
74595,1072402,166.4468527,-77.65912079,Little Razorback
74596,1072408,166.8137789,-77.66187214,Turks Head Tryggve
74609,1072515,166.3502932,-77.69209721,Tent Island
74610,1072533,166.3502932,-77.67561986,Tent Island
74617,1072574,166.7172194,-77.65912079,Turks Head Tryggve
74622,1072593,166.388917,-77.68386124,Tent Island
74631,1072624,166.5241003,-77.66737304,Little Razorback
74633,1072627,166.3116694,-77.66187214,Inaccessible Island
74636,1072644,166.5241003,-77.67836759,Big Razorback
74639,1072662,166.4468527,-77.67287152,Big Razorback
74649,1072702,166.4468527,-77.67561986,Big Razorback
74656,1072758,166.8524027,-77.72772376,Hutton Cliffs
74663,1072818,166.3502932,-77.68386124,Tent Island
74670,1072855,166.3696051,-77.67836759,Tent Island
74673,1072868,166.7558432,-77.67012258,Turks Head Tryggve
74688,1072959,166.7365313,-77.66187214,Turks Head Tryggve
74698,1073002,166.3696051,-77.69484132,Tent Island
74714,1073099,166.9103384,-77.70307005,South Base
74717,1073126,166.3696051,-77.67561986,Tent Island
74733,1073230,166.5047884,-77.66187214,Little Razorback
74763,1073361,166.8717146,-77.72224937,Hutton Cliffs
74768,1073374,166.794467,-77.66462289,Turks Head Tryggve
74769,1073377,166.3696051,-77.65361627,Inaccessible Island
74785,1073443,166.8524027,-77.73319575,Hutton Cliffs
74787,1073450,166.9103384,-77.71129337,South Base
74789,1073456,166.4275408,-77.66187214,Little Razorback
74790,1073457,166.9103384,-77.70032775,South Base
74796,1073494,166.5047884,-77.67561986,Big Razorback
74797,1073498,166.4468527,-77.66462289,Little Razorback
74800,1073506,166.3309813,-77.66737304,Inaccessible Island
74801,1073507,166.3502932,-77.67012258,Tent Island
74821,1073610,166.7558432,-77.65912079,Turks Head Tryggve
74824,1073617,166.7172194,-77.66462289,Turks Head Tryggve
74831,1073678,166.388917,-77.68111472,Tent Island
74833,1073684,166.8330908,-77.66462289,Turks Head Tryggve
74835,1073705,166.388917,-77.65912079,Inaccessible Island
74837,1073708,166.4468527,-77.66737304,Little Razorback
74838,1073719,166.3502932,-77.68111472,Tent Island
74849,1073754,166.3309813,-77.68386124,Tent Island
74853,1073760,166.5241003,-77.67012258,Little Razorback
74855,1073769,166.7558432,-77.7495973,Turtle Rock
74859,1073789,166.5047884,-77.68111472,Big Razorback
74865,1073829,166.8717146,-77.72498686,Hutton Cliffs
74870,1073853,166.9103384,-77.70855287,South Base
74881,1073924,166.5047884,-77.68935249,Big Razorback
74884,1073948,166.8717146,-77.72772376,Hutton Cliffs
74885,1073957,166.3309813,-77.67287152,Tent Island
74886,1073959,166.4661646,-77.68111472,Big Razorback
74887,1073961,166.5241003,-77.68386124,Big Razorback
74891,1073974,166.7751551,-77.7495973,Turtle Rock
74892,1073979,166.4468527,-77.68111472,Big Razorback
74898,1074003,166.4854765,-77.67012258,Little Razorback
74899,1074009,166.4854765,-77.67287152,Little Razorback
74903,1074035,166.794467,-77.7495973,Turtle Rock
74912,1074096,166.3309813,-77.66462289,Inaccessible Island
75097,1079555,166.5263171,-77.67564688,Big Razorback
75098,1079559,166.8353076,-77.73048696,Hutton Cliffs
75102,1079600,166.4876933,-77.66740008,Little Razorback
75104,1079603,166.3718218,-77.68388825,Tent Island
75112,1079660,166.7580599,-77.73869222,Turtle Rock
75115,1079683,166.8932433,-77.70035472,South Base
75118,1079709,166.9318671,-77.69761181,South Base
75122,1079726,166.3911337,-77.68388825,Tent Island
75123,1079729,166.3718218,-77.68114173,Tent Island
75130,1079777,166.7001242,-77.6618992,Turks Head Tryggve
75138,1079824,166.333198,-77.6563959,Inaccessible Island
75146,1079872,166.3525099,-77.65914785,Inaccessible Island
75150,1079885,166.738748,-77.65914785,Turks Head Tryggve
75159,1079961,166.8546195,-77.7195382,Hutton Cliffs
75177,1080037,166.7194361,-77.6618992,Turks Head Tryggve
75181,1080043,166.8159957,-77.66740008,Turks Head Tryggve
75187,1080063,166.7580599,-77.66464994,Turks Head Tryggve
75196,1080121,166.5070052,-77.68388825,Big Razorback
75199,1080132,166.3525099,-77.66740008,Inaccessible Island
75203,1080147,166.3718218,-77.67289855,Tent Island
75208,1080168,166.3718218,-77.67564688,Tent Island
75214,1080197,166.4876933,-77.68663417,Big Razorback
75229,1080270,166.4490695,-77.67014962,Little Razorback
75234,1080302,166.3525099,-77.6921242,Tent Island
75237,1080312,166.7580599,-77.6618992,Turks Head Tryggve
75240,1080318,166.8546195,-77.72227629,Hutton Cliffs
75248,1080349,166.7966837,-77.74415939,Turtle Rock
75255,1080387,166.8353076,-77.66740008,Turks Head Tryggve
75260,1080403,166.7773718,-77.73869222,Turtle Rock
75262,1080414,166.5263171,-77.67014962,Little Razorback
75268,1080444,166.7966837,-77.74689208,Turtle Rock
75280,1080491,166.7580599,-77.66740008,Turks Head Tryggve
75283,1080501,166.8546195,-77.73869222,Hutton Cliffs
75303,1080585,166.8159957,-77.67014962,Turks Head Tryggve
75310,1080622,166.9125552,-77.70035472,South Base
75314,1080640,166.4683814,-77.66464994,Little Razorback
75315,1080648,166.5070052,-77.68114173,Big Razorback
75324,1080705,166.3911337,-77.6921242,Tent Island
75332,1080740,166.9125552,-77.70309702,South Base
75334,1080754,166.6808123,-77.65364334,Turks Head Tryggve
75347,1080852,166.3525099,-77.68937949,Tent Island
75348,1080872,166.4490695,-77.68114173,Big Razorback
75357,1080929,166.3138861,-77.6618992,Inaccessible Island
75360,1080945,166.333198,-77.65914785,Inaccessible Island
75364,1080958,166.5070052,-77.66464994,Little Razorback
75369,1080971,166.8932433,-77.70583872,South Base
75371,1080974,166.3718218,-77.69486831,Tent Island
75376,1080988,166.333198,-77.67289855,Tent Island
75384,1081029,166.7194361,-77.65914785,Turks Head Tryggve
75401,1081124,166.3138861,-77.65914785,Inaccessible Island
75407,1081144,166.7580599,-77.67014962,Turks Head Tryggve
75410,1081151,166.3718218,-77.68663417,Tent Island
75412,1081172,166.7773718,-77.74415939,Turtle Rock
75417,1081198,166.333198,-77.68388825,Tent Island
75426,1081239,166.333198,-77.67564688,Tent Island
75427,1081240,166.7580599,-77.74142611,Turtle Rock
75428,1081242,166.3718218,-77.65914785,Inaccessible Island
75434,1081253,166.8739314,-77.72227629,Hutton Cliffs
75438,1081269,166.7966837,-77.66740008,Turks Head Tryggve
75440,1081299,166.4683814,-77.6618992,Little Razorback
75442,1081302,166.4876933,-77.67289855,Little Razorback
75446,1081310,166.333198,-77.67014962,Tent Island
75456,1081351,166.4490695,-77.6618992,Little Razorback
75457,1081354,166.7966837,-77.74962417,Turtle Rock
75466,1081399,166.7580599,-77.74962417,Turtle Rock
75469,1081410,166.8932433,-77.71132032,South Base
75478,1081445,166.8546195,-77.73048696,Hutton Cliffs
75481,1081465,166.4490695,-77.67839461,Big Razorback
75484,1081487,166.4490695,-77.66464994,Little Razorback
75486,1081499,166.8159957,-77.66464994,Turks Head Tryggve
75490,1081528,166.5263171,-77.68114173,Big Razorback
75493,1081539,166.3525099,-77.68114173,Tent Island
75504,1081584,166.738748,-77.67014962,Turks Head Tryggve
75511,1081609,166.4490695,-77.67289855,Big Razorback
75514,1081617,166.8932433,-77.70309702,South Base
75516,1081633,166.4297576,-77.65914785,Little Razorback
75525,1081680,166.8546195,-77.72775067,Hutton Cliffs
75532,1081740,166.7773718,-77.74689208,Turtle Rock
75534,1081748,166.7580599,-77.74415939,Turtle Rock
75555,1081845,166.8546195,-77.73595774,Hutton Cliffs
75556,1081855,166.4490695,-77.67564688,Big Razorback
75557,1081863,166.738748,-77.74415939,Turtle Rock
75569,1081955,166.5070052,-77.67839461,Big Razorback
75585,1082024,166.333198,-77.6618992,Inaccessible Island
75596,1082066,166.4683814,-77.67014962,Little Razorback
75608,1082145,166.4297576,-77.6618992,Little Razorback
75616,1082172,166.3525099,-77.69486831,Tent Island
75621,1082218,166.4876933,-77.68937949,Big Razorback
75623,1082221,166.8546195,-77.72501378,Hutton Cliffs
75636,1082284,166.5263171,-77.66740008,Little Razorback
75643,1082343,166.6808123,-77.6563959,Turks Head Tryggve
75651,1082383,166.7773718,-77.66740008,Turks Head Tryggve
75654,1082398,166.333198,-77.66464994,Inaccessible Island
75656,1082423,166.3525099,-77.67014962,Tent Island
75658,1082429,166.3138861,-77.66464994,Inaccessible Island
75664,1082461,166.3718218,-77.6563959,Inaccessible Island
75670,1082496,166.7966837,-77.67014962,Turks Head Tryggve
75673,1082511,166.8353076,-77.72501378,Hutton Cliffs
75677,1082523,166.5263171,-77.68388825,Big Razorback
75680,1082534,166.4683814,-77.68388825,Big Razorback
75688,1082564,166.8739314,-77.71679951,Hutton Cliffs
75711,1082646,166.3718218,-77.6618992,Inaccessible Island
75712,1082651,166.8546195,-77.73322265,Hutton Cliffs
75713,1082652,166.7773718,-77.74962417,Turtle Rock
75717,1082669,166.333198,-77.68114173,Tent Island
75721,1082697,166.5070052,-77.67014962,Little Razorback
75724,1082718,166.3525099,-77.67839461,Tent Island
75727,1082733,166.738748,-77.74689208,Turtle Rock
75733,1082755,166.9125552,-77.70857982,South Base
75736,1082769,166.3525099,-77.68663417,Tent Island
75750,1082817,166.3718218,-77.66464994,Inaccessible Island
75758,1082878,166.3718218,-77.65364334,Inaccessible Island
75783,1082980,166.4876933,-77.66464994,Little Razorback
75792,1083018,166.738748,-77.66464994,Turks Head Tryggve
75802,1083087,166.7194361,-77.66464994,Turks Head Tryggve
75817,1083147,166.333198,-77.66740008,Inaccessible Island
75819,1083157,166.738748,-77.6563959,Turks Head Tryggve
75839,1083277,166.8739314,-77.7195382,Hutton Cliffs
75851,1083336,166.5070052,-77.6618992,Little Razorback
75853,1083342,166.9318671,-77.70035472,South Base
75857,1083371,166.4876933,-77.67014962,Little Razorback
75858,1083378,166.5263171,-77.67839461,Big Razorback
75859,1083384,166.4683814,-77.68114173,Big Razorback
75862,1083397,166.3525099,-77.6563959,Inaccessible Island
75874,1083442,166.7001242,-77.66464994,Turks Head Tryggve
75875,1083455,166.4683814,-77.66740008,Little Razorback
75878,1083470,166.4683814,-77.68663417,Big Razorback
75886,1083505,166.8353076,-77.73869222,Hutton Cliffs
75887,1083506,166.4490695,-77.68388825,Big Razorback
75893,1083546,166.3718218,-77.68937949,Tent Island
75896,1083555,166.4683814,-77.67839461,Big Razorback
75901,1083582,166.5070052,-77.67564688,Big Razorback
75904,1083590,166.5263171,-77.68663417,Big Razorback
75907,1083610,166.333198,-77.67839461,Tent Island
75911,1083626,166.7773718,-77.74142611,Turtle Rock
75913,1083637,166.3525099,-77.67564688,Tent Island
75920,1083665,166.738748,-77.66740008,Turks Head Tryggve
75922,1083675,166.7580599,-77.65914785,Turks Head Tryggve
75934,1083724,166.8739314,-77.72501378,Hutton Cliffs
75937,1083747,166.8159957,-77.6618992,Turks Head Tryggve
75962,1083899,166.3525099,-77.65364334,Inaccessible Island
75965,1083914,166.3525099,-77.67289855,Tent Island
75991,1084021,166.9125552,-77.70583872,South Base
75998,1084060,166.3718218,-77.69761181,Tent Island
76012,1084160,166.3911337,-77.66464994,Inaccessible Island
76024,1084200,166.9318671,-77.70309702,South Base
76051,1084311,166.4490695,-77.65914785,Little Razorback
76052,1084314,166.4876933,-77.68388825,Big Razorback
76057,1084330,166.7194361,-77.66740008,Turks Head Tryggve
76066,1084374,166.3911337,-77.68663417,Tent Island
76070,1084385,166.7001242,-77.65914785,Turks Head Tryggve
76080,1084434,166.3525099,-77.66464994,Inaccessible Island
76088,1084475,166.4297576,-77.66464994,Little Razorback
76096,1084530,166.4876933,-77.68114173,Big Razorback
76111,1084635,166.3911337,-77.69486831,Tent Island
76118,1084664,166.8353076,-77.72775067,Hutton Cliffs
76120,1084701,166.5070052,-77.66740008,Little Razorback
76121,1084705,166.4876933,-77.67839461,Big Razorback
76122,1084707,166.4297576,-77.66740008,Little Razorback
76128,1084733,166.7001242,-77.6563959,Turks Head Tryggve
76166,1084958,166.3718218,-77.6921242,Tent Island
76174,1085012,166.4876933,-77.6618992,Little Razorback
76190,1085084,166.7966837,-77.66464994,Turks Head Tryggve
76198,1085152,166.738748,-77.6618992,Turks Head Tryggve
76201,1085156,166.8353076,-77.73595774,Hutton Cliffs
76206,1085171,166.333198,-77.68663417,Tent Island
76209,1085192,166.7194361,-77.6563959,Turks Head Tryggve
76213,1085222,166.4683814,-77.67564688,Big Razorback
76219,1085262,166.3525099,-77.6618992,Inaccessible Island
76226,1085291,166.3911337,-77.6563959,Inaccessible Island
76238,1085355,166.8353076,-77.73322265,Hutton Cliffs
76244,1085381,166.6808123,-77.65089018,Turks Head Tryggve
76247,1085395,166.4876933,-77.67564688,Big Razorback
76256,1085440,166.5070052,-77.68663417,Big Razorback
76260,1085458,166.6808123,-77.65914785,Turks Head Tryggve
76268,1085497,166.5070052,-77.68937949,Big Razorback
76275,1085556,166.3911337,-77.6618992,Inaccessible Island
76290,1085645,166.7966837,-77.74142611,Turtle Rock
76305,1085760,166.5263171,-77.66464994,Little Razorback
76306,1085761,166.5070052,-77.67289855,Little Razorback
76308,1085775,166.7773718,-77.67014962,Turks Head Tryggve
