GISID,mapId,mapcoords_,mapcoords1,Colony
94767,1295171,166.403238,-77.69265343,Tent Island
94770,1295185,166.4611737,-77.68716364,Big Razorback
94771,1295189,166.4418618,-77.66793037,Little Razorback
94774,1295194,166.4611737,-77.68167143,Big Razorback
94781,1295231,166.7315404,-77.66793037,Turks Head Tryggve
94782,1295240,166.3839261,-77.65692665,Inaccessible Island
94790,1295261,166.3453023,-77.66793037,Inaccessible Island
94804,1295334,166.3646142,-77.68441784,Tent Island
94816,1295383,166.9053475,-77.70636738,South Base
94819,1295394,166.5384213,-77.67067979,Little Razorback
94835,1295472,166.7701642,-77.747419,Turtle Rock
94839,1295486,166.5384213,-77.68441784,Big Razorback
94842,1295493,166.4611737,-77.67067979,Little Razorback
94855,1295543,166.3453023,-77.65967848,Inaccessible Island
94862,1295586,166.3839261,-77.69539743,Tent Island
94865,1295596,166.4804856,-77.68167143,Big Razorback
94871,1295628,166.5191094,-77.67067979,Little Razorback
94877,1295659,166.3453023,-77.68716364,Tent Island
94886,1295691,166.4418618,-77.67617682,Big Razorback
94888,1295703,166.5191094,-77.68167143,Big Razorback
94892,1295724,166.8280999,-77.73101457,Hutton Cliffs
94893,1295726,166.3453023,-77.68167143,Tent Island
94905,1295791,166.7508523,-77.65967848,Turks Head Tryggve
94908,1295797,166.808788,-77.67067979,Turks Head Tryggve
94909,1295798,166.3259904,-77.67892443,Tent Island
95821,1302552,166.6822182,-77.65556958,Turks Head Tryggve
95822,1302566,166.3346039,-77.67482183,Tent Island
95828,1302589,166.5084111,-77.68580984,Big Razorback
95858,1302916,166.315292,-77.66382417,Inaccessible Island
95865,1302978,166.527723,-77.68031705,Big Razorback
95872,1303029,166.3539158,-77.66382417,Inaccessible Island
95884,1303136,166.3925396,-77.66382417,Inaccessible Island
95890,1303185,166.720842,-77.66382417,Turks Head Tryggve
95892,1303230,166.6822182,-77.65832171,Turks Head Tryggve
95899,1303311,166.5084111,-77.68306375,Big Razorback
95909,1303405,166.4504753,-77.66107324,Little Razorback
95913,1303470,166.3539158,-77.65281684,Inaccessible Island
95917,1303535,166.8367134,-77.73787133,Hutton Cliffs
95927,1303601,166.8560253,-77.73787133,Hutton Cliffs
95932,1303643,166.5084111,-77.68855534,Big Razorback
95937,1303707,166.7787777,-77.74607173,Turtle Rock
95938,1303735,166.7787777,-77.74333886,Turtle Rock
95940,1303756,166.7594658,-77.74607173,Turtle Rock
95941,1303764,166.7401539,-77.65832171,Turks Head Tryggve
95949,1303815,166.315292,-77.65832171,Inaccessible Island
95954,1303863,166.3539158,-77.65556958,Inaccessible Island
95964,1303953,166.4697872,-77.68031705,Big Razorback
95969,1304019,166.7401539,-77.74607173,Turtle Rock
95974,1304060,166.7401539,-77.66657449,Turks Head Tryggve
95975,1304075,166.8174015,-77.66932421,Turks Head Tryggve
95978,1304112,166.7401539,-77.66107324,Turks Head Tryggve
95981,1304128,166.3732277,-77.65556958,Inaccessible Island
95985,1304163,166.4697872,-77.66932421,Little Razorback
96000,1304245,166.527723,-77.66382417,Little Razorback
96001,1304256,166.8367134,-77.72419199,Hutton Cliffs
96002,1304260,166.7594658,-77.66932421,Turks Head Tryggve
96003,1304265,166.3539158,-77.68855534,Tent Island
96008,1304329,166.3732277,-77.68031705,Tent Island
96011,1304346,166.3539158,-77.66657449,Inaccessible Island
96019,1304410,166.4890991,-77.66657449,Little Razorback
96020,1304414,166.7401539,-77.66382417,Turks Head Tryggve
96036,1304538,166.8367134,-77.73513666,Hutton Cliffs
96048,1304614,166.3539158,-77.66107324,Inaccessible Island
96059,1304716,166.3732277,-77.65281684,Inaccessible Island
96061,1304748,166.9139611,-77.70227378,South Base
96063,1304759,166.933273,-77.70227378,South Base
96064,1304765,166.3732277,-77.67756974,Tent Island
96071,1304843,166.4504753,-77.68306375,Big Razorback
96072,1304847,166.3539158,-77.68580984,Tent Island
96074,1304860,166.4504753,-77.66932421,Little Razorback
96079,1304898,166.4504753,-77.68031705,Big Razorback
96087,1304969,166.7787777,-77.66657449,Turks Head Tryggve
96092,1305009,166.3346039,-77.67207332,Tent Island
96093,1305025,166.4890991,-77.67482183,Big Razorback
96095,1305088,166.7787777,-77.74060539,Turtle Rock
96096,1305089,166.527723,-77.67756974,Big Razorback
96119,1305337,166.3925396,-77.68580984,Tent Island
96120,1305338,166.3732277,-77.66382417,Inaccessible Island
96143,1305529,166.527723,-77.67207332,Little Razorback
96147,1305557,166.3925396,-77.65832171,Inaccessible Island
96149,1305584,166.8367134,-77.72966553,Hutton Cliffs
96157,1305662,166.7594658,-77.66107324,Turks Head Tryggve
96162,1305715,166.3346039,-77.68031705,Tent Island
96165,1305729,166.527723,-77.68580984,Big Razorback
96166,1305737,166.4504753,-77.67756974,Big Razorback
96172,1305802,166.8174015,-77.66382417,Turks Head Tryggve
96176,1305828,166.3539158,-77.67756974,Tent Island
96188,1305947,166.8367134,-77.72692906,Hutton Cliffs
96191,1305965,166.8753372,-77.72145432,Hutton Cliffs
96210,1306138,166.8560253,-77.73240139,Hutton Cliffs
96213,1306155,166.4697872,-77.66657449,Little Razorback
96216,1306218,166.8946492,-77.71049762,South Base
96231,1306334,166.527723,-77.68306375,Big Razorback
96235,1306349,166.7980896,-77.66657449,Turks Head Tryggve
96242,1306427,166.4311634,-77.66382417,Little Razorback
96244,1306441,166.8367134,-77.73240139,Hutton Cliffs
96248,1306456,166.3346039,-77.65556958,Inaccessible Island
96252,1306505,166.933273,-77.6995313,South Base
96256,1306550,166.3925396,-77.69678821,Tent Island
96257,1306552,166.4697872,-77.68580984,Big Razorback
96261,1306611,166.7787777,-77.66932421,Turks Head Tryggve
96262,1306623,166.3925396,-77.66107324,Inaccessible Island
96269,1306697,166.8560253,-77.71871604,Hutton Cliffs
96270,1306700,166.4697872,-77.67207332,Little Razorback
96287,1306823,166.9139611,-77.6995313,South Base
96288,1306833,166.4890991,-77.68855534,Big Razorback
96311,1307072,166.8946492,-77.70501566,South Base
96312,1307074,166.3732277,-77.65832171,Inaccessible Island
96317,1307107,166.933273,-77.69678821,South Base
96328,1307184,166.8560253,-77.73513666,Hutton Cliffs
96338,1307293,166.7787777,-77.73787133,Turtle Rock
96340,1307313,166.4311634,-77.66657449,Little Razorback
96341,1307319,166.4890991,-77.68580984,Big Razorback
96352,1307405,166.3925396,-77.68306375,Tent Island
96354,1307414,166.9139611,-77.71049762,South Base
96365,1307468,166.3346039,-77.66382417,Inaccessible Island
96376,1307538,166.7594658,-77.74880399,Turtle Rock
96381,1307572,166.7594658,-77.66382417,Turks Head Tryggve
96388,1307653,166.3346039,-77.67756974,Tent Island
96396,1307701,166.3346039,-77.66932421,Tent Island
96406,1307823,166.3539158,-77.67482183,Tent Island
96407,1307830,166.3732277,-77.68306375,Tent Island
96410,1307863,166.7015301,-77.66382417,Turks Head Tryggve
96417,1307905,166.4504753,-77.67207332,Big Razorback
96425,1307951,166.8560253,-77.72145432,Hutton Cliffs
96429,1307993,166.8174015,-77.66657449,Turks Head Tryggve
96430,1308009,166.3539158,-77.69130023,Tent Island
96433,1308021,166.315292,-77.66107324,Inaccessible Island
96440,1308047,166.4697872,-77.68855534,Big Razorback
96442,1308052,166.5084111,-77.66932421,Little Razorback
96454,1308165,166.720842,-77.66657449,Turks Head Tryggve
96467,1308265,166.7401539,-77.66932421,Turks Head Tryggve
96468,1308277,166.4890991,-77.67207332,Little Razorback
96473,1308400,166.4697872,-77.67756974,Big Razorback
96482,1308467,166.7980896,-77.66382417,Turks Head Tryggve
96485,1308498,166.8946492,-77.70227378,South Base
96486,1308512,166.3539158,-77.69404452,Tent Island
96489,1308548,166.3539158,-77.68031705,Tent Island
96498,1308598,166.7594658,-77.66657449,Turks Head Tryggve
96504,1308681,166.3732277,-77.66107324,Inaccessible Island
96513,1308750,166.8560253,-77.72692906,Hutton Cliffs
96515,1308773,166.7787777,-77.74880399,Turtle Rock
96522,1308819,166.3925396,-77.68855534,Tent Island
96523,1308825,166.5084111,-77.66382417,Little Razorback
96525,1308837,166.7594658,-77.74060539,Turtle Rock
96526,1308841,166.4890991,-77.66382417,Little Razorback
96530,1308865,166.4697872,-77.68306375,Big Razorback
96531,1308885,166.4504753,-77.66657449,Little Razorback
96532,1308895,166.3732277,-77.68580984,Tent Island
96544,1308948,166.8560253,-77.72419199,Hutton Cliffs
96546,1308961,166.7015301,-77.66107324,Turks Head Tryggve
96547,1308990,166.3925396,-77.69404452,Tent Island
96552,1309047,166.7594658,-77.74333886,Turtle Rock
96568,1309209,166.3346039,-77.66107324,Inaccessible Island
96573,1309254,166.4697872,-77.66107324,Little Razorback
96574,1309257,166.3346039,-77.68306375,Tent Island
96578,1309287,166.5084111,-77.67756974,Big Razorback
96579,1309289,166.3732277,-77.69130023,Tent Island
96581,1309296,166.5084111,-77.66657449,Little Razorback
96584,1309313,166.8753372,-77.71871604,Hutton Cliffs
96598,1309566,166.9139611,-77.70775694,South Base
96600,1309599,166.5084111,-77.68031705,Big Razorback
96601,1309608,166.3925396,-77.65556958,Inaccessible Island
96603,1309619,166.4697872,-77.66382417,Little Razorback
96614,1309707,166.7015301,-77.65832171,Turks Head Tryggve
96617,1309736,166.7401539,-77.74333886,Turtle Rock
96619,1309781,166.4890991,-77.66107324,Little Razorback
96626,1309826,166.5084111,-77.67482183,Big Razorback
96635,1309888,166.4890991,-77.67756974,Big Razorback
96646,1310039,166.4504753,-77.67482183,Big Razorback
96647,1310059,166.720842,-77.65832171,Turks Head Tryggve
96648,1310060,166.7980896,-77.74880399,Turtle Rock
96649,1310061,166.4890991,-77.66932421,Little Razorback
96657,1310112,166.8560253,-77.72966553,Hutton Cliffs
96659,1310142,166.4504753,-77.68580984,Big Razorback
96667,1310208,166.7980896,-77.74607173,Turtle Rock
96685,1310377,166.3732277,-77.69404452,Tent Island
96691,1310417,166.3925396,-77.69130023,Tent Island
96696,1310441,166.3732277,-77.68855534,Tent Island
96697,1310451,166.9139611,-77.70501566,South Base
96699,1310484,166.3539158,-77.67207332,Tent Island
96707,1310565,166.720842,-77.66107324,Turks Head Tryggve
96710,1310620,166.7980896,-77.66932421,Turks Head Tryggve
96745,1310865,166.7980896,-77.74333886,Turtle Rock
96764,1311047,166.6822182,-77.65281684,Turks Head Tryggve
96768,1311074,166.3346039,-77.68855534,Tent Island
96774,1311124,166.8946492,-77.70775694,South Base
96784,1311222,166.4890991,-77.68031705,Big Razorback
96787,1311244,166.3732277,-77.67482183,Tent Island
96795,1311284,166.3539158,-77.68306375,Tent Island
96796,1311287,166.4697872,-77.67482183,Big Razorback
96797,1311297,166.315292,-77.66657449,Inaccessible Island
96801,1311336,166.3346039,-77.66657449,Inaccessible Island
96805,1311377,166.527723,-77.66932421,Little Razorback
96807,1311412,166.3346039,-77.65832171,Inaccessible Island
96808,1311419,166.4890991,-77.68306375,Big Razorback
96811,1311454,166.527723,-77.66657449,Little Razorback
96813,1311463,166.5084111,-77.67207332,Little Razorback
96818,1311516,166.4311634,-77.66107324,Little Razorback
96823,1311582,166.8753372,-77.72419199,Hutton Cliffs
96849,1311872,166.3732277,-77.69678821,Tent Island
96850,1311877,166.7594658,-77.65832171,Turks Head Tryggve
96854,1311937,166.4504753,-77.66382417,Little Razorback
96856,1311941,166.3346039,-77.68580984,Tent Island
96858,1311955,166.3539158,-77.65832171,Inaccessible Island
96859,1311971,166.720842,-77.65556958,Turks Head Tryggve
96865,1312002,166.3732277,-77.66657449,Inaccessible Island
96867,1312014,166.7015301,-77.65556958,Turks Head Tryggve
99377,1345875,166.7622602,-77.66453295,Turks Head Tryggve
99399,1346170,166.7429483,-77.66178218,Turks Head Tryggve
99401,1346190,166.7622602,-77.67003268,Turks Head Tryggve
99404,1346206,166.800884,-77.66453295,Turks Head Tryggve
99406,1346235,166.9167555,-77.70298039,South Base
99464,1347187,166.8201959,-77.66453295,Turks Head Tryggve
99483,1347390,166.8974435,-77.71120376,South Base
99514,1347876,166.7815721,-77.74130983,Turtle Rock
99521,1347949,166.7043245,-77.66178218,Turks Head Tryggve
99534,1348059,166.7043245,-77.65903081,Turks Head Tryggve
99535,1348103,166.7815721,-77.73857592,Turtle Rock
99552,1348328,166.800884,-77.66728312,Turks Head Tryggve
99557,1348433,166.8395078,-77.7331063,Hutton Cliffs
99575,1348841,166.8781316,-77.72215984,Hutton Cliffs
99583,1349047,166.7622602,-77.74677586,Turtle Rock
99586,1349086,166.7815721,-77.66453295,Turks Head Tryggve
99595,1349209,166.7236364,-77.66178218,Turks Head Tryggve
99614,1349453,166.7622602,-77.74404314,Turtle Rock
99619,1349511,166.800884,-77.74677586,Turtle Rock
99622,1349537,166.8395078,-77.72763427,Hutton Cliffs
99632,1349690,166.8781316,-77.71942172,Hutton Cliffs
99680,1350300,166.7622602,-77.65903081,Turks Head Tryggve
99690,1350463,166.7236364,-77.66453295,Turks Head Tryggve
99696,1350595,166.800884,-77.74950797,Turtle Rock
99703,1350664,166.7815721,-77.74677586,Turtle Rock
99709,1350730,166.7815721,-77.67003268,Turks Head Tryggve
99718,1350895,166.7429483,-77.74130983,Turtle Rock
99733,1351097,166.7622602,-77.74950797,Turtle Rock
99734,1351114,166.7429483,-77.67003268,Turks Head Tryggve
99735,1351135,166.7622602,-77.66178218,Turks Head Tryggve
99748,1351330,166.7429483,-77.66728312,Turks Head Tryggve
99755,1351415,166.8395078,-77.73584141,Hutton Cliffs
99766,1351628,166.7622602,-77.74130983,Turtle Rock
99781,1351884,166.8588197,-77.71942172,Hutton Cliffs
99784,1351933,166.8201959,-77.67003268,Turks Head Tryggve
99785,1351950,166.7815721,-77.74404314,Turtle Rock
99786,1351952,166.8201959,-77.66178218,Turks Head Tryggve
99789,1351974,166.8974435,-77.70298039,South Base
99795,1352021,166.7429483,-77.74677586,Turtle Rock
99821,1352428,166.7429483,-77.65627883,Turks Head Tryggve
99832,1352667,166.8588197,-77.72215984,Hutton Cliffs
99835,1352706,166.8781316,-77.716683,Hutton Cliffs
99860,1353077,166.7622602,-77.66728312,Turks Head Tryggve
99881,1353371,166.8588197,-77.72489735,Hutton Cliffs
99882,1353406,166.7815721,-77.74950797,Turtle Rock
99886,1353459,166.7236364,-77.65627883,Turks Head Tryggve
99909,1353800,166.7429483,-77.74404314,Turtle Rock
99919,1353935,166.9360674,-77.70023806,South Base
99941,1354246,166.7622602,-77.73857592,Turtle Rock
99963,1354574,166.8395078,-77.72489735,Hutton Cliffs
99975,1354666,166.8781316,-77.70298039,South Base
99994,1354916,166.7815721,-77.66728312,Turks Head Tryggve
100000,1355050,166.7429483,-77.66453295,Turks Head Tryggve
100012,1355273,166.7429483,-77.65903081,Turks Head Tryggve
100016,1355317,166.8588197,-77.72763427,Hutton Cliffs
100020,1355374,166.7236364,-77.65903081,Turks Head Tryggve
100027,1355481,166.8395078,-77.73037058,Hutton Cliffs
100040,1355652,166.8974435,-77.70023806,South Base
100047,1355728,166.9167555,-77.70023806,South Base
100051,1355772,166.8974435,-77.70572211,South Base
100053,1355827,166.8974435,-77.70846324,South Base
100070,1356036,166.8395078,-77.73857592,Hutton Cliffs
100077,1356107,166.8201959,-77.66728312,Turks Head Tryggve
100083,1356156,166.7236364,-77.66728312,Turks Head Tryggve
100088,1356219,166.800884,-77.74404314,Turtle Rock
100100,1356332,166.800884,-77.67003268,Turks Head Tryggve
100115,1356732,166.9167555,-77.70572211,South Base
100140,1356949,166.3819977,-77.68641098,Tent Island
100159,1356969,166.8454834,-77.73026455,Hutton Cliffs
100162,1356974,166.3433738,-77.6919011,Tent Island
100226,1357063,166.5364929,-77.68641098,Big Razorback
100240,1357082,166.3819977,-77.66442636,Inaccessible Island
100272,1357123,166.3433738,-77.68915634,Tent Island
100287,1357140,166.517181,-77.68915634,Big Razorback
100294,1357149,166.3626857,-77.68366501,Tent Island
100300,1357156,166.8454834,-77.73573542,Hutton Cliffs
100311,1357170,166.6909881,-77.66167556,Turks Head Tryggve
100312,1357171,166.4978691,-77.67542349,Big Razorback
100315,1357175,166.8647953,-77.72479127,Hutton Cliffs
100318,1357180,166.7489238,-77.74393723,Turtle Rock
100323,1357188,166.4978691,-77.67817127,Big Razorback
100339,1357209,166.4399334,-77.66717655,Little Razorback
100342,1357213,166.3240619,-77.66717655,Inaccessible Island
100359,1357237,166.7682358,-77.74120389,Turtle Rock
100360,1357238,166.5364929,-77.68091844,Big Razorback
100371,1357253,166.3433738,-77.65892417,Inaccessible Island
100377,1357262,166.7489238,-77.65892417,Turks Head Tryggve
100379,1357264,166.8454834,-77.72752821,Hutton Cliffs
100411,1357304,166.3819977,-77.68091844,Tent Island
100412,1357305,166.7682358,-77.66717655,Turks Head Tryggve
100414,1357307,166.3433738,-77.68641098,Tent Island
100432,1357333,166.7489238,-77.74120389,Turtle Rock
100518,1357456,166.3240619,-77.67267511,Tent Island
100519,1357457,166.4013096,-77.6919011,Tent Island
100521,1357460,166.517181,-77.67542349,Big Razorback
100524,1357466,166.8068596,-77.66442636,Turks Head Tryggve
100525,1357467,166.7489238,-77.66717655,Turks Head Tryggve
100574,1357538,166.4785572,-77.67817127,Big Razorback
100582,1357549,166.4592453,-77.68641098,Big Razorback
100583,1357552,166.5364929,-77.66992613,Little Razorback
100588,1357558,166.4785572,-77.66717655,Little Razorback
100590,1357560,166.7682358,-77.66442636,Turks Head Tryggve
100615,1357590,166.7682358,-77.74666996,Turtle Rock
100617,1357593,166.7296119,-77.66167556,Turks Head Tryggve
100619,1357595,166.7296119,-77.65892417,Turks Head Tryggve
100623,1357604,166.7875477,-77.74120389,Turtle Rock
100625,1357609,166.3433738,-77.66717655,Inaccessible Island
100630,1357615,166.8261715,-77.72752821,Hutton Cliffs
100644,1357637,166.4785572,-77.66167556,Little Razorback
100648,1357649,166.7875477,-77.74940209,Turtle Rock
100651,1357653,166.8647953,-77.73026455,Hutton Cliffs
100657,1357661,166.4013096,-77.69464526,Tent Island
100659,1357665,166.3433738,-77.68091844,Tent Island
100666,1357675,166.3819977,-77.65617216,Inaccessible Island
100669,1357679,166.3240619,-77.66442636,Inaccessible Island
100683,1357695,166.8261715,-77.73026455,Hutton Cliffs
100692,1357708,166.7875477,-77.74393723,Turtle Rock
100727,1357756,166.3626857,-77.69464526,Tent Island
100737,1357770,166.3626857,-77.67267511,Tent Island
100770,1357821,166.8261715,-77.73300028,Hutton Cliffs
100775,1357826,166.3626857,-77.65341956,Inaccessible Island
100783,1357838,166.3240619,-77.67817127,Tent Island
100801,1357863,166.4399334,-77.66442636,Little Razorback
100815,1357883,166.9034191,-77.70835702,South Base
100834,1357910,166.8454834,-77.72205373,Hutton Cliffs
100848,1357930,166.4978691,-77.66992613,Little Razorback
100851,1357934,166.9034191,-77.70013177,South Base
100861,1357945,166.8647953,-77.72752821,Hutton Cliffs
100863,1357947,166.6909881,-77.65066635,Turks Head Tryggve
100897,1357986,166.7875477,-77.66442636,Turks Head Tryggve
100909,1358003,166.4013096,-77.68915634,Tent Island
100932,1358032,166.3819977,-77.6919011,Tent Island
100943,1358046,166.4785572,-77.66992613,Little Razorback
100971,1358078,166.4592453,-77.68366501,Big Razorback
100979,1358088,166.7489238,-77.66167556,Turks Head Tryggve
100981,1358090,166.4592453,-77.66442636,Little Razorback
101001,1358118,166.8841072,-77.70287412,South Base
101008,1358128,166.3240619,-77.66167556,Inaccessible Island
101024,1358149,166.4785572,-77.67267511,Little Razorback
101027,1358153,166.8261715,-77.73573542,Hutton Cliffs
101038,1358165,166.517181,-77.66442636,Little Razorback
101042,1358169,166.4206215,-77.66717655,Little Razorback
101045,1358175,166.8068596,-77.66167556,Turks Head Tryggve
101062,1358199,166.3626857,-77.68091844,Tent Island
101063,1358200,166.4785572,-77.68641098,Big Razorback
101083,1358224,166.7875477,-77.66717655,Turks Head Tryggve
101085,1358226,166.9034191,-77.71109756,South Base
101102,1358248,166.4785572,-77.68366501,Big Razorback
101116,1358268,166.5364929,-77.67817127,Big Razorback
101117,1358269,166.7103,-77.66442636,Turks Head Tryggve
101121,1358275,166.3819977,-77.66167556,Inaccessible Island
101136,1358295,166.4592453,-77.68091844,Big Razorback
101143,1358302,166.517181,-77.67817127,Big Razorback
101148,1358307,166.8647953,-77.73300028,Hutton Cliffs
101156,1358319,166.3626857,-77.67817127,Tent Island
101157,1358320,166.8841072,-77.70561587,South Base
101158,1358321,166.4978691,-77.66442636,Little Razorback
101164,1358329,166.3626857,-77.6919011,Tent Island
101165,1358332,166.9034191,-77.70561587,South Base
101172,1358344,166.4592453,-77.66717655,Little Razorback
101174,1358346,166.7682358,-77.74940209,Turtle Rock
101176,1358348,166.8068596,-77.66992613,Turks Head Tryggve
101177,1358349,166.3240619,-77.67542349,Tent Island
101180,1358352,166.4399334,-77.65892417,Little Razorback
101187,1358363,166.3433738,-77.67542349,Tent Island
101188,1358365,166.4206215,-77.66442636,Little Razorback
101199,1358379,166.6909881,-77.65892417,Turks Head Tryggve
101201,1358381,166.8261715,-77.66717655,Turks Head Tryggve
101216,1358401,166.3433738,-77.66442636,Inaccessible Island
101220,1358407,166.3433738,-77.66992613,Tent Island
101231,1358428,166.7103,-77.65617216,Turks Head Tryggve
101236,1358437,166.4399334,-77.67542349,Big Razorback
101241,1358445,166.517181,-77.68641098,Big Razorback
101250,1358454,166.7296119,-77.66717655,Turks Head Tryggve
101251,1358455,166.3433738,-77.66167556,Inaccessible Island
101272,1358485,166.7103,-77.66167556,Turks Head Tryggve
101274,1358487,166.8261715,-77.66442636,Turks Head Tryggve
101281,1358494,166.7875477,-77.66992613,Turks Head Tryggve
101320,1358549,166.4592453,-77.66992613,Little Razorback
101321,1358550,166.4785572,-77.68091844,Big Razorback
101323,1358553,166.3240619,-77.65892417,Inaccessible Island
101338,1358581,166.7489238,-77.66442636,Turks Head Tryggve
101341,1358585,166.3626857,-77.66442636,Inaccessible Island
101348,1358598,166.4399334,-77.66167556,Little Razorback
101359,1358612,166.7682358,-77.73846996,Turtle Rock
101366,1358622,166.3626857,-77.66717655,Inaccessible Island
101374,1358632,166.3433738,-77.68366501,Tent Island
101376,1358635,166.7296119,-77.66442636,Turks Head Tryggve
101383,1358645,166.4206215,-77.66167556,Little Razorback
101396,1358662,166.517181,-77.66717655,Little Razorback
101410,1358683,166.517181,-77.67267511,Little Razorback
101420,1358697,166.3626857,-77.68641098,Tent Island
101425,1358703,166.6909881,-77.65341956,Turks Head Tryggve
101446,1358732,166.4399334,-77.67817127,Big Razorback
101457,1358748,166.3433738,-77.67267511,Tent Island
101477,1358773,166.3626857,-77.67542349,Tent Island
101482,1358779,166.8647953,-77.71931559,Hutton Cliffs
101495,1358796,166.4592453,-77.67817127,Big Razorback
101504,1358807,166.3433738,-77.65341956,Inaccessible Island
101515,1358822,166.517181,-77.68091844,Big Razorback
101532,1358848,166.8261715,-77.66992613,Turks Head Tryggve
101544,1358865,166.3433738,-77.65617216,Inaccessible Island
101545,1358867,166.8841072,-77.71931559,Hutton Cliffs
101562,1358892,166.3819977,-77.69738881,Tent Island
101566,1358898,166.3819977,-77.68915634,Tent Island
101574,1358911,166.4013096,-77.68641098,Tent Island
101578,1358917,166.4592453,-77.65892417,Little Razorback
101601,1358949,166.3626857,-77.66167556,Inaccessible Island
101612,1358969,166.8454834,-77.73846996,Hutton Cliffs
101614,1358971,166.8454834,-77.72479127,Hutton Cliffs
101634,1358999,166.3819977,-77.67817127,Tent Island
101645,1359014,166.5364929,-77.66717655,Little Razorback
101659,1359031,166.4978691,-77.68915634,Big Razorback
101661,1359033,166.4785572,-77.66442636,Little Razorback
101662,1359034,166.4785572,-77.68915634,Big Razorback
101672,1359051,166.4978691,-77.68091844,Big Razorback
101674,1359054,166.7875477,-77.74666996,Turtle Rock
101675,1359056,166.7103,-77.65892417,Turks Head Tryggve
101677,1359058,166.3626857,-77.65892417,Inaccessible Island
101716,1359110,166.3626857,-77.65617216,Inaccessible Island
101723,1359119,166.3433738,-77.67817127,Tent Island
101735,1359139,166.4978691,-77.66167556,Little Razorback
101744,1359157,166.3819977,-77.65892417,Inaccessible Island
101761,1359179,166.4592453,-77.66167556,Little Razorback
101767,1359190,166.4013096,-77.65892417,Inaccessible Island
101787,1359220,166.3819977,-77.68366501,Tent Island
101794,1359227,166.4978691,-77.66717655,Little Razorback
101807,1359244,166.5364929,-77.68366501,Big Razorback
101814,1359253,166.7682358,-77.74393723,Turtle Rock
101816,1359255,166.3819977,-77.69464526,Tent Island
101821,1359262,166.7296119,-77.65617216,Turks Head Tryggve
101828,1359271,166.3240619,-77.65617216,Inaccessible Island
101875,1359336,166.4592453,-77.67542349,Big Razorback
101879,1359340,166.9034191,-77.70287412,South Base
101880,1359341,166.4785572,-77.67542349,Big Razorback
101884,1359349,166.8454834,-77.73300028,Hutton Cliffs
101902,1359372,166.7489238,-77.66992613,Turks Head Tryggve
101909,1359382,166.3626857,-77.68915634,Tent Island
101914,1359392,166.6909881,-77.65617216,Turks Head Tryggve
101922,1359402,166.4013096,-77.66167556,Inaccessible Island
101931,1359414,166.7682358,-77.66992613,Turks Head Tryggve
101938,1359424,166.4399334,-77.66992613,Little Razorback
101943,1359432,166.4592453,-77.68915634,Big Razorback
101945,1359434,166.8068596,-77.66717655,Turks Head Tryggve
101946,1359435,166.517181,-77.68366501,Big Razorback
101952,1359441,166.7489238,-77.74666996,Turtle Rock
101955,1359445,166.8647953,-77.72205373,Hutton Cliffs
101961,1359452,166.4978691,-77.68641098,Big Razorback
102001,1359509,166.4978691,-77.68366501,Big Razorback
102040,1359559,166.517181,-77.66992613,Little Razorback
102042,1359562,166.4978691,-77.67267511,Little Razorback
105433,1381876,166.7381083,-77.66809926,Turks Head Tryggve
105443,1381919,166.4484297,-77.67084864,Little Razorback
105444,1381920,166.390494,-77.69556595,Tent Island
105445,1381921,166.8346678,-77.66809926,Turks Head Tryggve
105454,1381955,166.8153559,-77.67084864,Turks Head Tryggve
105460,1381977,166.7574202,-77.74758682,Turtle Rock
105470,1382002,166.6994845,-77.65984749,Turks Head Tryggve
105473,1382009,166.7574202,-77.66259868,Turks Head Tryggve
105479,1382019,166.390494,-77.68184014,Tent Island
105481,1382024,166.8926035,-77.7092767,South Base
105488,1382057,166.3325583,-77.65984749,Inaccessible Island
105489,1382059,166.5063654,-77.6763456,Big Razorback
105511,1382126,166.7381083,-77.65709569,Turks Head Tryggve
105520,1382165,166.4677416,-77.68458651,Big Razorback
105532,1382187,166.5063654,-77.68733227,Big Razorback
105541,1382196,166.8346678,-77.73118262,Hutton Cliffs
105550,1382230,166.4870535,-77.69007743,Big Razorback
105563,1382256,166.4870535,-77.66809926,Little Razorback
105565,1382262,166.8732916,-77.71749593,Hutton Cliffs
105576,1382292,166.7187964,-77.65984749,Turks Head Tryggve
105588,1382320,166.796044,-77.74485429,Turtle Rock
105604,1382358,166.3325583,-77.66259868,Inaccessible Island
105605,1382359,166.4484297,-77.66809926,Little Razorback
105610,1382374,166.9119154,-77.70105206,South Base
105611,1382376,166.7574202,-77.65709569,Turks Head Tryggve
105615,1382384,166.3518702,-77.6763456,Tent Island
105616,1382386,166.8153559,-77.66259868,Turks Head Tryggve
105618,1382390,166.8926035,-77.70653575,South Base
105622,1382406,166.8346678,-77.72570974,Hutton Cliffs
105625,1382421,166.8346678,-77.73391815,Hutton Cliffs
105628,1382439,166.4484297,-77.66534927,Little Razorback
105642,1382474,166.3518702,-77.67359742,Tent Island
105664,1382528,166.5063654,-77.66809926,Little Razorback
105667,1382536,166.7381083,-77.74485429,Turtle Rock
105676,1382576,166.3325583,-77.65709569,Inaccessible Island
105691,1382645,166.4870535,-77.6763456,Big Razorback
105693,1382647,166.3518702,-77.68733227,Tent Island
105699,1382667,166.4677416,-77.66809926,Little Razorback
105702,1382674,166.7767321,-77.74485429,Turtle Rock
